"","Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","Êtes vous ...","Quel âge avez-vous ?","Vous êtes ...","Veuillez préciser votre niveau d'étude","Par votre milieu professionnel","Par votre milieu scolaire, étudiant","Par vos proches","Par hasard et au gré de vos navigations sur Internet","Par Wikipédia","Autre...19","Veuillez préciser...20","Dans le cadre scolaire à la maison (devoirs, révisions etc.)","Dans le cadre scolaire en classe (en cours, club etc.)","Pour ma culture générale","Pour le travail","Pour mon simple loisir","Autre...26","Veuillez préciser...27","Quel est votre degré de contribution ?","Qu'est ce qui vous a motivé à contribuer pour la première fois ?","Je me plais au sein de la communauté","J'ai des responsabilités","Les domaines abordés m'intéressent","J'aime contribuer au projet Vikidia","Autre...34","Veuillez préciser...35","De la patrouille","Des ajouts sur la partie technique","Des corrections orthographiques ou typographiques","Des travaux de catégorisation et d'ajout de portail","Des créations ou améliorations d'articles","De l'aide aux nouveaux utilisateurs","Autre...42","Veuillez préciser...43","Patrouilleur","Administrateur","Bureaucrate","Vérificateur d'IP","Nuker","Plus maintenant","Trouvez-vous les articles de Vikidia accessibles ?","Les articles y sont plus faciles à comprendre","Vikidia est plus adaptée à mon niveau/âge","Je préfère l'ambiance au sein de la communauté vikidienne","La communauté vikidienne est de plus petite taille","Je consulte peu Vikidia, je suis surtout contributeur","Je préfère Wikipédia","Autre...57","Veuillez préciser...58","Lorsque vous ne trouvez pas des informations sur Vikidia, où allez-vous en priorité ?","Quel est votre niveau de confiance en ce qui concerne la fiabilité des articles de Vikidia ?","Que pensez-vous des pages d'aide ?","Veuillez préciser...62","La qualité des articles","L'accessibilité des sujets traités","La qualité et la pertinence des illustrations","La diversité des sujets traités","La qualité synthaxique et typographique","Le projet Vikidia en général","Non","Il m'arrive de parler de mes découvertes sur l'encyclopédie","Je recommande le site à mes proches","Autre...72","Veuillez préciser...73","Selon vous, comment Vikidia est-elle perçue par le grand public ?","Veuillez préciser...75","Pensez vous que les Wikipédiens vous infantilisent à cause de votre contribution à Vikidia ?","Vikidia a-t-elle des répercutions positives ou négatives sur votre vie ?","Avez-vous déjà fait un don à Vikidia ?","Pourquoi ?...79","Pourquoi ?...80","En quelle année avez-vous rejoint la communauté Vikidienne ?","Comment avez-vous jugé votre accueil sur Vikidia ?","Veuillez préciser...83","Vous sentez-vous suffisamment intégré à la communauté vikidienne ?","Veuillez préciser...85","Comment évaluez vous votre participation aux canaux de discussion ?","Discord","Les Bavardages","IRC","Les pages de discussion","Autres canaux de discussion","Veuillez préciser...92","Avez-vous des points d'amélioration à suggérer pour le projet Vikidia ? (Réponse optionnelle)","Avez-vous des points d'amélioration sur le fonctionnement de l'association Vikidia ? (Réponse optionnelle)","is_contrib","activite","annee","motivations_contrib","alternatives"
"461",466,9511964,"13/09/2021 - 13:49","13/09/2021 - 13:49","13/09/2021 - 13:49",0,"0.0.0.0",0,"Anonymous","féminin","Entre 36 et 50 ans","En activité",NA,NA,NA,NA,NA,"X",NA,NA,"X",NA,"X",NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Très bonne","Moyenne","Plutôt bonne","Très bonne","Plutôt bonne",NA,NA,"X",NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Positives, surtout pour les enfants plus facile à comprendre","Non",NA,"Je ne savais pas que je pouvais le faire","2021","Bon",NA,"Oui",NA,"Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,NA,NA,"0","En activité","2021",NA,"wikipedia"
"462",467,9515755,"13/09/2021 - 17:33","13/09/2021 - 17:33","13/09/2021 - 17:33",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,"X","je le trouve très acssessible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"wikipédia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Très bonne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Oui","non elle n'en n'a pas","Non",NA,"parceque je n'ai pas d'argent ,j'ai 14 ans","2018","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,NA,"X","Je ne discute pas de ça",NA,NA,"0","Élève au collège","2018",NA,"wikipedia"
"463",468,9515930,"13/09/2021 - 17:45","13/09/2021 - 17:45","13/09/2021 - 17:45",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X","X","X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","m","Non",NA,"/","/","Moyen",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,"X",NA,NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"wikipedia"
"464",469,9516852,"13/09/2021 - 18:54","13/09/2021 - 18:54","13/09/2021 - 18:54",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"A contribué une ou deux fois","Wikipedia et Vikidia sont des sites consultés par le monde entier. En contribuant, je sais que j'aide les internautes, et ça me fait plaisir.",NA,NA,NA,"X",NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia. Mais si l'article est trop compliqué (beaucoup d'articles utilisent des mots très poussés que la plupart des gens ne comprennent pas, malheureusement) je cherche d'autres sites.","Les articles de Vikidia sont tout à fait fiables","Je n'en ai jamais eu besoin",NA,"Très bonne","Très bonne","Plutôt bonne","Très bonne","Plutôt bonne","Plutôt bonne",NA,"X",NA,NA,NA,"Autre","Je ne sais pas vraiment.","Non","Plutôt positive dans le sens où j'apprends des choses, mais je n'y vais pas énormément pour lire les articles ; les infos sur un sujet sont basiques et j'aime pousser mes recherches sur Wikipedia.","Non",NA,"Je ne donne pas d'argent sur Internet ; je n'en ai pas envie.","Je ne sais pas.","Bon",NA,"Non","Je ne parle pas avec les autres, ça ne m'intéresse pas vraiment.","Je les connais mais je n'y ai jamais participé",NA,NA,NA,NA,"X","Sur aucun d'eux","Non, c'est très bien comme ça. Quoique... peut-être un peu plus d'illustration, ce serait sympa.","Non.","1","Élève au collège",NA,NA,"wikipedia. mais si l'article est trop complique (beaucoup d'articles utilisent des mots tres pousses que la plupart des gens ne comprennent pas, malheureusement) je cherche d'autres sites."
"465",470,9517344,"13/09/2021 - 19:44","13/09/2021 - 19:44","13/09/2021 - 19:44",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,NA,"X",NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moyennement accessibles","X","X",NA,NA,NA,NA,NA,NA,"sur wikipédia","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Très bonne","Plutôt bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","repercustions positive","Non",NA,"je n'ai pas d'argent","2020","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","Élève au collège","2020",NA,"sur wikipedia"
"466",471,9517387,"13/09/2021 - 19:49","13/09/2021 - 19:49","13/09/2021 - 19:49",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","École primaire (du CP au CM2)",NA,"X",NA,"X","X",NA,NA,"X","X","X",NA,"X",NA,NA,"A contribué une ou deux fois","j'ai voulu contribuer car cela me plaisait d'écrire un article sur Vikidia","X",NA,"X","X",NA,NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Plutôt accessibles","X","X","X",NA,NA,NA,NA,NA,"Wikipedia ou wikimini","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Elles sont suffisamment claires",NA,"Plutôt bonne","Moyenne","Moyenne","Plutôt mauvaise","Moyenne","Très bonne",NA,NA,"X",NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","pas vraiment","Non",NA,"je n'y ai pas pensé","2020","Bon",NA,"Non","Je n'ai pas d'amis","J'ai déjà écrit un ou deux messages",NA,NA,NA,"X",NA,NA,NA,NA,"1","Élève en école primaire","2020",NA,"wikipedia ou wikimini"
"467",472,9518463,"13/09/2021 - 21:17","13/09/2021 - 21:17","13/09/2021 - 21:17",0,"0.0.0.0",0,"Anonymous","masculin","Préfère ne pas le dire","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moyennement accessibles",NA,"X",NA,NA,NA,NA,NA,NA,"Wikipedia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Très bonne","Très bonne","Plutôt bonne","Très bonne",NA,"X",NA,NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Vikidia n a aucune répercutions sur moi","Non",NA,"je ne sais pas","2020","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","hangouts","Plus de précision sur les articles","vikidia fonctionne très bien","0","Élève au collège","2020",NA,"wikipedia"
"468",473,9519711,"14/09/2021 - 01:05","14/09/2021 - 01:05","14/09/2021 - 01:05",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas","Pour mieux comprendre mes matière et aussi pour mon loisir mais la plus important c'est pour que je sois fort dans les matières","X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"Très accessibles","X","X","X",NA,NA,NA,NA,NA,"Opéra mini","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt mauvaise","Plutôt mauvaise","Plutôt mauvaise","Plutôt mauvaise","Plutôt mauvaise","Plutôt mauvaise",NA,NA,"X",NA,NA,"Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Non","Quelques fois","Oui","Je n'ai besoin",NA,"2019","Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,"X",NA,NA,"Non pour eux c'est un site génial","Non pas des mots à maître","0","Élève au collège","2019",NA,"opera mini"
"469",476,9522062,"14/09/2021 - 09:59","14/09/2021 - 09:59","14/09/2021 - 09:59",0,"0.0.0.0",0,"Anonymous","féminin","Entre 36 et 50 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X","X",NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Wikipedia","Les informations trouvées sur Vikidia sont à prendre avec précaution","Il existe des pages d'aide ??",NA,"Plutôt bonne","Moyenne","Plutôt bonne","Plutôt bonne","Moyenne","Moyenne",NA,"X",NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Effectivement","Non",NA,"Sais pas","2021","Bon",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé",NA,NA,NA,"X",NA,NA,NA,NA,"0","En recherche d'emploi","2021",NA,"wikipedia"
"470",477,9522274,"14/09/2021 - 10:11","14/09/2021 - 10:11","14/09/2021 - 10:11",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Entre 26 et 35 ans","Étudiant, élève","École primaire (du CP au CM2)",NA,NA,"X",NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,"Contribue une fois par semaine ou plus",NA,"X","X","X","X","X","Autre","X","X","X","X","X","X",NA,NA,"X","X","X","X","X","X","Moyennement accessibles",NA,NA,"X","X",NA,NA,NA,NA,"ici","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Moyenne","Plutôt mauvaise","Plutôt mauvaise","Très mauvaise","Très mauvaise","Très mauvaise",NA,"X","X","X","autre","Vikidia est de plus en plus connue et elle gagne en confiance",NA,"Oui","positive : je rencontre du monde","Oui","je suis trop riche",NA,NA,"Laisse à désirer","claqué au sol!","Oui",NA,"Je suis plutôt actif sur les canaux","X","X","X","X","X","autre",NA,NA,"1","Élève en école primaire",NA,NA,"ici"
"471",478,9522963,"14/09/2021 - 10:44","14/09/2021 - 10:44","14/09/2021 - 10:44",0,"0.0.0.0",0,"Anonymous","masculin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,"X",NA,NA,NA,NA,NA,"X","X",NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"sur wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","pas de repercution","Non",NA,"pas eu l'occasion",NA,"Bon",NA,"Non","car de temps en temps","Quels canaux de discussion ??",NA,NA,NA,"X",NA,NA,NA,NA,"0","Élève au lycée",NA,NA,"sur wikipedia"
"472",480,9524897,"14/09/2021 - 12:33","14/09/2021 - 12:33","14/09/2021 - 12:33",0,"0.0.0.0",0,"Anonymous","masculin","Entre 26 et 35 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,"Consulte Vikidia pour la première fois","Je veux apporter mon soutien afin de permettre une amélioration de ce site.",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X","Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"Google","Les informations trouvées sur Vikidia sont à prendre avec précaution","Je ne les trouve pas utiles",NA,"Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","Oui Vikidia me permet de m'améliorer au qotidien.","Non",NA,"Je n'ai pas encore fait de don à Vikidia parce que j'en avais pas connaissance.","2021","Bon",NA,"Non","je suis un nouvel adhérent.","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Framaforms.org",NA,NA,"0","En recherche d'emploi","2021",NA,"google"
"473",481,9525311,"14/09/2021 - 13:06","14/09/2021 - 13:06","14/09/2021 - 13:06",0,"0.0.0.0",0,"Anonymous","féminin","Entre 36 et 50 ans","En activité",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles","X",NA,NA,NA,NA,NA,NA,NA,"wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","cela m'aide à comprendre un sujet","Non",NA,"pas encore je viens de decouvrir la plateforme","2021","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","Aucune idée",NA,NA,"0","En activité","2021",NA,"wikipedia"
"474",482,9526902,"14/09/2021 - 14:47","14/09/2021 - 14:47","14/09/2021 - 14:47",0,"0.0.0.0",0,"Anonymous","féminin","Entre 14 et 18 ans","Étudiant, élève","Lycée",NA,NA,NA,"X",NA,NA,NA,"X","X","X","X","X",NA,NA,"Consulte Vikidia mais n'y contribue pas","Mes recherches pour un exposé",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","non",NA,NA,NA,NA,NA,"X","Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"n'importe où il y a les informations que je recherche","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","positive puisque ça m'informe","Non",NA,"parce que je ne veux pas en  faire","2021","Bon",NA,"Non","parce que","Quels canaux de discussion ??","X",NA,NA,NA,NA,NA,"Du vocabulaire plus simple pour une compréhension directe et plus rapide. Et pour pouvoir mieux mémoriser aussi","non","0","Élève au lycée","2021",NA,"n'importe ou il y a les informations que je recherche"
"475",483,9527696,"14/09/2021 - 15:30","14/09/2021 - 15:30","14/09/2021 - 15:30",0,"0.0.0.0",0,"Anonymous","féminin","Entre 36 et 50 ans","En activité",NA,"X",NA,NA,NA,"X",NA,NA,"X","X",NA,NA,"X",NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,NA,NA,NA,"wikipédia","Les articles de Vikidia sont tout à fait fiables","Je n'en ai jamais eu besoin",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,NA,"X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","positive, vikidia facilite le travail de mes élèves","Non",NA,"aucune idée",NA,"Bon",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","aucune idée",NA,NA,"0","En activité",NA,NA,"wikipedia"
"476",485,9528254,"14/09/2021 - 16:04","14/09/2021 - 16:04","14/09/2021 - 16:04",0,"0.0.0.0",0,"Anonymous","masculin","Entre 36 et 50 ans","En recherche d'emploi",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,"X",NA,"X",NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X",NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les articles de Vikidia sont plutôt fiables","Je n'en ai jamais eu besoin",NA,"Très bonne","Plutôt bonne","Plutôt bonne","Très bonne","Plutôt bonne","Très bonne",NA,NA,"X",NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Non","Positive les réponses a mes questions ont été données. Merci.","Non",NA,"C'est la première fois que je m'y rend.","2021","Bon",NA,"Non","Je ne pense pas faire parti de la communauté","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Aucun canal je n'y suis pas.",NA,NA,"0","En recherche d'emploi","2021",NA,"wikipedia"
"477",486,9528618,"14/09/2021 - 16:28","14/09/2021 - 16:28","14/09/2021 - 16:28",0,"0.0.0.0",0,"Anonymous","féminin","Entre 51 et 60 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"Consulte Vikidia mais n'y contribue pas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,NA,"X","Je cherche des articles pour des élèves allemands.","Je cherche sur """"google"""".","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","Plutôt bonne","Très bonne",NA,NA,NA,"X","Je recommande le site à mes élèves.","Autre","Je n'ai aucune idée.","Non","pas de répercutions du tout","Non",NA,"Je n'y ai pas encore pensé.","2020","Excellent",NA,"Oui",NA,"Je les connais mais je n'y ai jamais participé","X",NA,NA,NA,NA,NA,NA,NA,"0","En activité","2020",NA,"je cherche sur """"google""""."
"478",487,9529874,"14/09/2021 - 17:39","14/09/2021 - 17:39","14/09/2021 - 17:39",0,"0.0.0.0",0,"Anonymous","masculin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"A contribué une ou deux fois","Pour des recherche",NA,NA,NA,NA,"X","Pour l'école",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X","Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipedia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Plutôt mauvaise","Moyenne","Plutôt mauvaise","Moyenne","X",NA,NA,NA,NA,"Autre","J'en n'ai aucune idée","Non","Je n'en sais rien","Non",NA,"Parce que je neepeut pas le faire","2020","Bon",NA,"Non","Parce que je ne l'utilise très peu","Quels canaux de discussion ??",NA,NA,NA,NA,"X","Snap insta et messager","Non","Non","1","Élève au collège","2020",NA,"wikipedia"
"479",488,9529970,"14/09/2021 - 17:44","14/09/2021 - 17:44","14/09/2021 - 17:44",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Préfère ne pas le dire","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia mais n'y contribue pas","Mes devoirs!!!",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moyennement accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"Wikipédia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Moyenne","Moyenne","Plutôt mauvaise","Moyenne","Moyenne","Moyenne","X",NA,NA,NA,NA,"Personne ne connaît Vikidia en dehors de la communauté",NA,"Oui","Vikidia a des répercutions négatives","Non",NA,"Je n ai pas envie et je ne sais pas comment on fait","Jamais","Moyen",NA,"Non","Je ne sais pas","Quels canaux de discussion ??",NA,"X",NA,NA,NA,NA,"Non","Non","0","Élève au collège",NA,NA,"wikipedia"
"480",489,9530252,"14/09/2021 - 18:05","14/09/2021 - 18:05","14/09/2021 - 18:05",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,"Contribue une fois par semaine ou plus","La culture générale",NA,NA,"X","X",NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,"X",NA,NA,NA,NA,"Wikipedia","Les articles de Vikidia sont tout à fait fiables","Il existe des pages d'aide ??",NA,"Très bonne","Très bonne","Très bonne","Très bonne","Très bonne","Très bonne",NA,NA,"X",NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","Peut Etre","Non",NA,"Je ne savais que on pouvait le faire","2018","Excellent",NA,"Oui",NA,"Je suis très actif sur les canaux","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au collège","2018",NA,"wikipedia"
"481",490,9530267,"14/09/2021 - 18:06","14/09/2021 - 18:06","14/09/2021 - 18:06",0,"0.0.0.0",0,"Anonymous","féminin","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,"X",NA,"X",NA,NA,NA,"X","X",NA,NA,NA,NA,NA,"A contribué une ou deux fois",NA,"X",NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très accessibles","X","X",NA,NA,NA,NA,NA,NA,"Wikipédia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Je n'en ai jamais eu besoin",NA,"Plutôt bonne","Très bonne","Plutôt bonne","Très bonne","Très bonne","Plutôt bonne",NA,NA,"X",NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","elles m'instruisent beaucoup","Non",NA,"je ne trouve pas cela nécessaire, étant que ce site est déjà très bien",NA,"Bon",NA,"Oui",NA,"Je suis très actif sur les canaux","X",NA,NA,NA,NA,NA,NA,NA,"1","Élève au collège",NA,NA,"wikipedia"
"482",491,9530506,"14/09/2021 - 18:24","14/09/2021 - 18:24","14/09/2021 - 18:24",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Entre 51 et 60 ans","En activité",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plutôt accessibles",NA,NA,NA,NA,NA,"X",NA,NA,"wikipedia","Les informations trouvées sur Vikidia ne sont pas toujours fiables","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Plutôt bonne","Très bonne","Très mauvaise","Moyenne","X",NA,NA,NA,NA,"Vikidia est peu connue, et le grand public en est méfiant",NA,"Non","parfois négative, parfois positive","Non",NA,"ça ne vous regarde pas","aucune idée...","Bon",NA,"Non","je ne veut pas être intégrer","Quels canaux de discussion ??","X","X","X","X",NA,NA,"arrêter ce site","rien","0","En activité",NA,NA,"wikipedia"
"483",492,9531180,"14/09/2021 - 19:33","14/09/2021 - 19:33","14/09/2021 - 19:33",0,"0.0.0.0",0,"Anonymous","préfère ne pas le dire","Entre 8 et 13 ans","Étudiant, élève","Collège",NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"Consulte Vikidia pour la première fois",NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,NA,"X","Plutôt accessibles","X","X",NA,NA,NA,NA,NA,NA,"wikipedia","Les articles de Vikidia sont plutôt fiables","Il existe des pages d'aide ??",NA,"Moyenne","Plutôt bonne","Plutôt bonne","Plutôt bonne","Moyenne","Plutôt bonne","X",NA,NA,NA,NA,"Vikidia devrait gagner en popularité",NA,"Non","plutot positives car c'est simple a comprendre et ca m'aide","Non",NA,"car je suis un peu jeune pour ca","cette annee en 2021","Excellent",NA,"Oui",NA,"Quels canaux de discussion ??",NA,NA,NA,NA,"X","je ne suis pas present(e) su les canaux de discussion",NA,NA,"0","Élève au collège","2021",NA,"wikipedia"
